"cluster","DP","group","submission_id","item_id","x_startDP","x_endDP","x_DPDiff"
"1","actually","reliable",3026,125,0,0,0
"1","actually","reliable",3026,142,0,-0.00125786163522013,-0.00125786163522013
"1","actually","reliable",3026,149,0.00107758620689655,0.00107758620689655,0
"1","actually","reliable",3026,153,0,0,0
"1","actually","reliable",3026,157,0,0,0
"1","actually","reliable",3026,158,0,0,0
"1","actually","reliable",3026,159,0,0,0
"1","actually","reliable",3032,104,0,-0.0333722923234192,-0.0333722923234192
"1","actually","reliable",3032,107,0.00070023737033876,-0.0593604208040638,-0.0600606581744026
"1","actually","reliable",3032,118,0,-0.00169936236213235,-0.00169936236213235
"1","actually","reliable",3032,125,-0.000392132927389706,-0.0534431094898897,-0.0530509765625
"1","actually","reliable",3032,143,0.00848850512794155,-0.148133172615659,-0.1566216777436
"1","actually","reliable",3032,147,0.00024290015340334,0.0577102764093602,0.0574673762559569
"1","actually","reliable",3032,150,0,-0.0500221607061338,-0.0500221607061338
"1","actually","reliable",3054,122,-0.0516169154228856,-0.0671641791044776,-0.015547263681592
"1","actually","reliable",3054,149,0.0203098106712565,0.0325301204819277,0.0122203098106713
"1","actually","reliable",3058,110,0,0,0
"1","actually","reliable",3058,120,0,0.0458860759493671,0.0458860759493671
"1","actually","reliable",3058,122,0,-0.00791139240506329,-0.00791139240506329
"1","actually","reliable",3058,136,0,0,0
"1","actually","reliable",3061,107,0,0,0
"1","actually","reliable",3061,108,0,0,0
"1","actually","reliable",3061,114,0,0.000500469952374249,0.000500469952374249
"1","actually","reliable",3061,117,0,0,0
"1","actually","reliable",3061,120,0,0,0
"1","actually","reliable",3061,123,0,0,0
"1","actually","reliable",3061,138,0,0,0
"1","actually","reliable",3061,147,0.0045362300366427,0.0260570604892607,0.021520830452618
"1","actually","reliable",3061,148,0,0,0
"1","actually","reliable",3061,149,0,0,0
"1","actually","reliable",3061,151,0,0,0
"1","actually","reliable",3061,158,0,0,0
"1","actually","reliable",3061,160,0,0,0
"1","actually","reliable",3089,102,6.37432936176143e-05,0.000159358234044036,9.56149404264214e-05
"1","actually","reliable",3089,104,0,0,0
"1","actually","reliable",3089,107,0.000159714341829609,0.000159714341829609,0
"1","actually","reliable",3089,110,0.000149836830123166,0.000149836830123166,0
"1","actually","reliable",3089,111,0,0,0
"1","actually","reliable",3089,118,0,0,0
"1","actually","reliable",3089,124,0,0,0
"1","actually","reliable",3089,128,0,0.00723093291859568,0.00723093291859568
"1","actually","reliable",3089,129,0,0,0
"1","actually","reliable",3089,132,0,0,0
"1","actually","reliable",3089,134,0,0,0
"1","actually","reliable",3089,138,0,0,0
"1","actually","reliable",3089,139,0,0.000973926890980114,0.000973926890980114
"1","actually","reliable",3089,140,0,0,0
"1","actually","reliable",3089,141,-0.000130901406536172,-0.000130901406536172,0
"1","actually","reliable",3089,142,0,0,0
"1","actually","reliable",3089,144,0,0,0
"1","actually","reliable",3089,145,0,0,0
"1","actually","reliable",3089,147,0,0,0
"1","actually","reliable",3089,149,0,0,0
"1","actually","reliable",3089,151,0,0,0
"1","actually","reliable",3089,155,0,0,0
"1","actually","reliable",3089,157,-0.00319198217147436,-0.00313962160885989,5.23605626144689e-05
"1","actually","reliable",3096,129,0,0,0
"1","actually","reliable",3096,139,0,0,0
"1","actually","reliable",3096,144,0,0,0
"1","actually","reliable",3096,155,0,0,0
"1","actually","reliable",3117,120,0,0.029639175257732,0.029639175257732
"1","actually","reliable",3121,160,0,0,0
"1","actually","reliable",3122,102,0,0,0
"1","actually","reliable",3122,114,0,0,0
"1","actually","reliable",3122,115,0,0,0
"1","actually","reliable",3122,136,0,0,0
"1","actually","reliable",3122,138,0,0,0
"1","actually","reliable",3122,149,0,0,0
"1","actually","reliable",3453,105,0,0,0
"1","actually","reliable",3453,149,0,0,0
"1","actually","reliable",3453,150,0,0,0
"1","actually","reliable",3453,159,0,0,0
"1","actually","reliable",3457,111,0,0,0
"1","actually","reliable",3457,116,0,0,0
"1","actually","reliable",3457,118,0,0,0
"1","actually","reliable",3457,122,0,0,0
"1","actually","reliable",3457,125,0,0,0
"1","actually","reliable",3457,130,0,0,0
"1","actually","reliable",3457,142,0,0,0
"1","actually","reliable",3457,147,0,0,0
"1","actually","reliable",3457,150,0,0,0
"1","actually","reliable",3457,151,0,0,0
"1","actually","reliable",3457,155,0,0,0
"1","actually","reliable",3457,157,0,0,0
"1","actually","reliable",3457,159,0,0,0
"1","actually","reliable",3463,149,0.0415739131664115,0.0415739131664115,0
"1","actually","reliable",3465,102,0.0126182965299685,0.0211159305993691,0.00849763406940063
"1","actually","reliable",3465,104,-0.00599728168535508,-0.0077217125382263,-0.00172443085287122
"1","actually","reliable",3465,133,0.00152905198776758,0.00152905198776758,0
"1","actually","reliable",3465,136,0.0182555780933063,-0.0182555780933063,-0.0365111561866126
"1","actually","reliable",3465,141,-0.0296052631578947,-0.0608552631578947,-0.03125
"1","actually","reliable",3465,143,0.0107858243451464,0.00924499229583975,-0.00154083204930663
"1","actually","reliable",3465,156,-0.00615546218487395,-0.0319327731092437,-0.0257773109243697
"1","actually","reliable",3465,157,-0.0152845528455285,-0.0336585365853659,-0.0183739837398374
"1","actually","reliable",3465,159,-0.00310121765601218,0.00665905631659056,0.00976027397260274
"1","actually","unreliable",2929,105,0,0,0
"1","actually","unreliable",2929,106,0,0,0
"1","actually","unreliable",2929,111,0,0.0040650406504065,0.0040650406504065
"1","actually","unreliable",2929,112,0,-0.0470588235294118,-0.0470588235294118
"1","actually","unreliable",2929,115,0,0,0
"1","actually","unreliable",2929,117,0,0,0
"1","actually","unreliable",2929,123,-0.0024330900243309,-0.0024330900243309,0
"1","actually","unreliable",2929,129,0,0,0
"1","actually","unreliable",2929,132,0,0,0
"1","actually","unreliable",2929,135,0,0.00986842105263158,0.00986842105263158
"1","actually","unreliable",2929,138,0,0.00461538461538462,0.00461538461538462
"1","actually","unreliable",2929,140,0,0.00630252100840336,0.00630252100840336
"1","actually","unreliable",2929,142,0,0,0
"1","actually","unreliable",2929,146,0,0,0
"1","actually","unreliable",2929,150,0,0,0
"1","actually","unreliable",2929,153,0,0,0
"1","actually","unreliable",2929,156,0,0,0
"1","actually","unreliable",2929,158,0,0,0
"1","actually","unreliable",2931,134,-0.0455210237659963,-0.30680987202925,-0.261288848263254
"1","actually","unreliable",2931,153,0,-0.00088339222614841,-0.00088339222614841
"1","actually","unreliable",2934,106,-0.0032626427406199,-0.0032626427406199,0
"1","actually","unreliable",2934,113,0,0,0
"1","actually","unreliable",2934,121,-0.00316730523627075,-0.0178799489144317,-0.0147126436781609
"1","actually","unreliable",2934,127,0.0022883295194508,-0.0137299771167048,-0.0160183066361556
"1","actually","unreliable",2934,130,0,0.00126903553299492,0.00126903553299492
"1","actually","unreliable",2934,131,0.0177971014492754,0.0542857142857143,0.0364886128364389
"1","actually","unreliable",2934,137,0,-0.0446927374301676,-0.0446927374301676
"1","actually","unreliable",2934,141,0.00843881856540084,0.00843881856540084,0
"1","actually","unreliable",2934,143,0,0,0
"1","actually","unreliable",2934,145,0,0.000238095238095238,0.000238095238095238
"1","actually","unreliable",2934,147,0,0,0
"1","actually","unreliable",2934,150,-0.0207792207792208,-0.0207792207792208,0
"1","actually","unreliable",2934,153,0.0181311018131102,0.0181311018131102,0
"1","actually","unreliable",2934,156,0.0058936170212766,0.0297872340425532,0.0238936170212766
"1","actually","unreliable",2934,158,-0.0140845070422535,-0.0123239436619718,0.00176056338028169
"1","actually","unreliable",2955,104,0,0,0
"1","actually","unreliable",2955,105,0,-0.00767881916039485,-0.00767881916039485
"1","actually","unreliable",2955,109,0,0,0
"1","actually","unreliable",2955,110,0,0,0
"1","actually","unreliable",2955,112,0,0,0
"1","actually","unreliable",2955,114,0,0,0
"1","actually","unreliable",2955,115,0,0,0
"1","actually","unreliable",2955,117,0,0,0
"1","actually","unreliable",2955,120,0,0,0
"1","actually","unreliable",2955,123,0,0,0
"1","actually","unreliable",2955,124,0,0,0
"1","actually","unreliable",2955,129,0.000637900125847289,0.000637900125847289,0
"1","actually","unreliable",2955,130,0,0,0
"1","actually","unreliable",2955,132,0,-0.00199424982750178,-0.00199424982750178
"1","actually","unreliable",2955,135,0,0,0
"1","actually","unreliable",2955,137,0,0,0
"1","actually","unreliable",2955,139,0.000637900125847289,0.000637900125847289,0
"1","actually","unreliable",2955,140,0,0,0
"1","actually","unreliable",2955,141,0,0,0
"1","actually","unreliable",2955,143,0,0,0
"1","actually","unreliable",2955,144,0,-0.00382159773711186,-0.00382159773711186
"1","actually","unreliable",2955,148,0,0.0032171090870057,0.0032171090870057
"1","actually","unreliable",2955,149,0,0,0
"1","actually","unreliable",2955,150,0,0,0
"1","actually","unreliable",2955,155,0,0,0
"1","actually","unreliable",2955,156,0,0,0
"1","actually","unreliable",2955,159,0,0,0
"1","actually","unreliable",2955,160,0,0,0
"1","actually","unreliable",2963,113,-0.126766500277316,-0.181586245146977,-0.0548197448696617
"1","actually","unreliable",2963,114,0,0,0
"1","actually","unreliable",2963,118,0,0,0
"1","actually","unreliable",2963,121,-0.0863786666666667,-0.200032,-0.113653333333333
"1","actually","unreliable",2963,122,0,0,0
"1","actually","unreliable",2963,123,-0.0728937728937729,-0.426129426129426,-0.353235653235653
"1","actually","unreliable",2963,126,0,0,0
"1","actually","unreliable",2963,131,0,0,0
"1","actually","unreliable",2963,133,0,0,0
"1","actually","unreliable",2963,141,0,0,0
"1","actually","unreliable",2963,145,0,0,0
"1","actually","unreliable",2963,149,0,0,0
"1","actually","unreliable",2963,157,0,0,0
"1","actually","unreliable",2971,103,0,0.00371057513914657,0.00371057513914657
"1","actually","unreliable",2971,104,0,0,0
"1","actually","unreliable",2971,105,-0.0130928523714095,-0.0981963927855711,-0.0851035404141617
"1","actually","unreliable",2971,110,0,0.116438356164384,0.116438356164384
"1","actually","unreliable",2971,114,0,0,0
"1","actually","unreliable",2971,117,0,0,0
"1","actually","unreliable",2971,120,-0.0213675213675214,-0.0213675213675214,0
"1","actually","unreliable",2971,123,0.011037527593819,0.0264900662251656,0.0154525386313466
"1","actually","unreliable",2971,126,0,0.0137524557956778,0.0137524557956778
"1","actually","unreliable",2971,128,0,0,0
"1","actually","unreliable",2971,129,0,0,0
"1","actually","unreliable",2971,130,0,0,0
"1","actually","unreliable",2971,132,0,0,0
"1","actually","unreliable",2971,133,0,0,0
"1","actually","unreliable",2971,135,0,0,0
"1","actually","unreliable",2971,139,0,0,0
"1","actually","unreliable",2971,141,0,0,0
"1","actually","unreliable",2971,143,0,0,0
"1","actually","unreliable",2971,144,0,0,0
"1","actually","unreliable",2971,151,-0.0704225352112676,-0.0821596244131455,-0.0117370892018779
"1","actually","unreliable",2983,111,0,0,0
"1","actually","unreliable",2983,117,0,0,0
"1","actually","unreliable",2983,141,0,0,0
"1","actually","unreliable",2983,155,0,0,0
"1","actually","unreliable",3023,136,-0.0325710828796128,-0.0851905626134301,-0.0526194797338173
"1","actually","unreliable",3028,117,-0.00147275405007364,-0.102503681885125,-0.101030927835052
"1","actually","unreliable",3028,128,0,-0.0526846846846847,-0.0526846846846847
"1","actually","unreliable",3028,134,0,-0.0124203821656051,-0.0124203821656051
"1","actually","unreliable",3028,140,0,0,0
"1","actually","unreliable",3028,153,-0.0038781163434903,-0.17342566943675,-0.169547553093259
"1","actually","unreliable",3030,103,0,0.00453514739229025,0.00453514739229025
"1","actually","unreliable",3030,104,0,0.733129102844639,0.733129102844639
"1","actually","unreliable",3030,107,0,0,0
"1","actually","unreliable",3030,108,0,0.013677811550152,0.013677811550152
"1","actually","unreliable",3030,117,-0.00881834215167548,-0.00881834215167548,0
"1","actually","unreliable",3030,118,0,-0.193236714975845,-0.193236714975845
"1","actually","unreliable",3030,124,0,0,0
"1","actually","unreliable",3030,126,0,-0.00920810313075507,-0.00920810313075507
"1","actually","unreliable",3030,128,0.042833607907743,0.042833607907743,0
"1","actually","unreliable",3030,131,0,0,0
"1","actually","unreliable",3030,133,0.0374220374220374,0.0374220374220374,0
"1","actually","unreliable",3030,134,-0.02088772845953,-0.0234986945169713,-0.00261096605744125
"1","actually","unreliable",3030,137,0,-0.0136054421768707,-0.0136054421768707
"1","actually","unreliable",3030,140,0,0,0
"1","actually","unreliable",3030,152,0,0,0
"1","actually","unreliable",3030,160,0,0,0
"1","actually","unreliable",3093,105,0,-0.124174174174174,-0.124174174174174
"1","actually","unreliable",3093,114,-0.000920810313075506,0.124493554327808,0.125414364640884
"1","actually","unreliable",3093,118,0,0.0321637426900585,0.0321637426900585
"1","actually","unreliable",3093,156,-0.011003663003663,0.0450549450549451,0.0560586080586081
"1","actually","unreliable",3112,114,0,0,0
"1","actually","unreliable",3112,121,0,-0.00162074554294976,-0.00162074554294976
"1","actually","unreliable",3112,123,0,0,0
"1","actually","unreliable",3112,128,0,0,0
"1","actually","unreliable",3112,131,0,0,0
"1","actually","unreliable",3112,132,0,0,0
"1","actually","unreliable",3112,134,0,0,0
"1","actually","unreliable",3112,136,0,-0.00201612903225806,-0.00201612903225806
"1","actually","unreliable",3112,138,0,0,0
"1","actually","unreliable",3112,146,0,0,0
"1","actually","unreliable",3112,149,0,0,0
"1","actually","unreliable",3112,153,0,-0.00688468158347676,-0.00688468158347676
"1","actually","unreliable",3112,155,0,0,0
"1","actually","unreliable",3112,157,0,0,0
"1","actually","unreliable",3112,160,0,0,0
"1","actually","unreliable",3115,133,0,0.0878734622144113,0.0878734622144113
"1","actually","unreliable",3128,103,0,0,0
"1","actually","unreliable",3128,104,-0.00120192307692308,-0.0788060897435897,-0.0776041666666667
"1","actually","unreliable",3128,108,0.00206043956043956,0.00274725274725275,0.000686813186813187
"1","actually","unreliable",3128,117,0,0,0
"1","actually","unreliable",3128,119,0,0,0
"1","actually","unreliable",3128,120,0,0,0
"1","actually","unreliable",3128,121,8.25593395252838e-05,-0.00309597523219814,-0.00317853457172343
"1","actually","unreliable",3128,124,0,0,0
"1","actually","unreliable",3128,125,0.00689655172413793,0.010014367816092,0.00311781609195402
"1","actually","unreliable",3128,128,0.00757575757575758,-0.00189393939393939,-0.00946969696969697
"1","actually","unreliable",3128,133,0,0,0
"1","actually","unreliable",3128,134,0,0.00128700128700129,0.00128700128700129
"1","actually","unreliable",3128,135,0,0.00182481751824818,0.00182481751824818
"1","actually","unreliable",3128,137,0,0,0
"1","actually","unreliable",3128,144,0,0,0
"1","actually","unreliable",3128,148,0,0,0
"1","actually","unreliable",3128,156,0,0,0
"1","actually","unreliable",3128,157,0,0,0
"1","actually","unreliable",3128,159,0.00357355568790947,0.00357355568790947,0
"1","actually","unreliable",3128,160,0,0.0041371158392435,0.0041371158392435
"1","actually","unreliable",3454,101,0,0,0
"1","actually","unreliable",3454,102,0,0,0
"1","actually","unreliable",3454,106,0,0,0
"1","actually","unreliable",3454,108,0,0,0
"1","actually","unreliable",3454,113,0,0,0
"1","actually","unreliable",3454,114,0,0,0
"1","actually","unreliable",3454,116,0,0,0
"1","actually","unreliable",3454,117,0,0,0
"1","actually","unreliable",3454,120,0,-0.130987124463519,-0.130987124463519
"1","actually","unreliable",3454,122,0,0,0
"1","actually","unreliable",3454,124,0,0,0
"1","actually","unreliable",3454,129,0,0,0
"1","actually","unreliable",3454,132,0,0,0
"1","actually","unreliable",3454,134,0,0,0
"1","actually","unreliable",3454,135,0,0,0
"1","actually","unreliable",3454,136,0,0,0
"1","actually","unreliable",3454,140,0,0,0
