"DP","group","submission_id","item_id","block","trialNumber","xpos_mean","xpos_side","xpos_side_num"
"actually","reliable",3117,111,6,69,0.163520616557138,"target",1
"actually","reliable",3117,113,5,48,0.0897692597353694,"target",1
"actually","reliable",3117,116,2,23,0.042130237743141,"target",1
"actually","reliable",3117,120,7,73,0.0232814565159926,"target",1
"actually","reliable",3117,121,2,17,0.22873843682397,"target",1
"actually","reliable",3117,127,7,74,0.189419156103182,"target",1
"actually","reliable",3117,128,3,24,-0.085659305796815,"competitor",0
"actually","reliable",3117,130,7,72,0.00782153805144609,"target",1
"actually","reliable",3117,133,1,11,0.282444351986686,"target",1
"actually","reliable",3117,135,9,96,0.026074025833062,"target",1
"actually","reliable",3117,137,10,116,-0.000851987518654186,"competitor",0
"actually","reliable",3117,140,10,113,0.325659190496535,"target",1
"actually","reliable",3117,141,4,37,-0.0434152715970898,"competitor",0
"actually","reliable",3117,142,6,60,0.0231452512671785,"target",1
"actually","reliable",3117,143,3,29,-0.171726852982273,"competitor",0
"actually","reliable",3117,146,9,97,0.414252720318897,"target",1
"actually","reliable",3117,147,9,106,0.114517806488882,"target",1
"actually","reliable",3117,148,2,20,0.0321400366361584,"target",1
"actually","reliable",3117,149,6,66,0.135877809087213,"target",1
"actually","reliable",3117,152,10,108,0.257566000817709,"target",1
"actually","reliable",3117,153,8,91,0.0109068407513759,"target",1
"actually","reliable",3117,156,5,47,0.129628890913089,"target",1
"actually","reliable",3117,158,1,2,-0.00936252645764214,"competitor",0
"actually","reliable",3117,159,1,7,-0.104911232902852,"competitor",0
"actually","reliable",3117,160,8,84,-0.0551021657152591,"competitor",0
"actually","reliable",3121,105,1,0,1,"target",1
"actually","reliable",3121,160,7,73,0,"competitor",0
"actually","reliable",3122,102,3,25,0,"competitor",0
"actually","reliable",3122,108,3,28,0.0754870164281929,"target",1
"actually","reliable",3122,109,10,111,0.00532595520421607,"target",1
"actually","reliable",3122,110,7,72,0.0172534430262335,"target",1
"actually","reliable",3122,112,4,42,0.176995904906864,"target",1
"actually","reliable",3122,113,10,113,0,"competitor",0
"actually","reliable",3122,114,6,60,0,"competitor",0
"actually","reliable",3122,115,2,23,0,"competitor",0
"actually","reliable",3122,117,7,82,0.312869151852246,"target",1
"actually","reliable",3122,118,6,61,0.386814931100645,"target",1
"actually","reliable",3122,121,8,92,0.399492686949133,"target",1
"actually","reliable",3122,122,8,91,0,"competitor",0
"actually","reliable",3122,124,1,9,0.300834255985333,"target",1
"actually","reliable",3122,126,8,84,0.216511147343148,"target",1
"actually","reliable",3122,127,9,98,0.000159235668789809,"target",1
"actually","reliable",3122,128,5,53,0.330981890517799,"target",1
"actually","reliable",3122,130,10,109,0.0889875807252856,"target",1
"actually","reliable",3122,135,2,15,0.0684891359020712,"target",1
"actually","reliable",3122,136,4,43,0,"competitor",0
"actually","reliable",3122,138,2,14,0,"competitor",0
"actually","reliable",3122,139,1,3,0.0108960929709855,"target",1
"actually","reliable",3122,140,5,52,0.271265141126114,"target",1
"actually","reliable",3122,141,6,66,-0.352351341535791,"competitor",0
"actually","reliable",3122,143,5,58,0.0186876028366618,"target",1
"actually","reliable",3122,144,1,4,0.0115544332210999,"target",1
"actually","reliable",3122,149,4,35,0,"competitor",0
"actually","reliable",3122,155,7,71,0.110124630536616,"target",1
"actually","reliable",3122,157,9,106,0.157263246131247,"target",1
"actually","reliable",3453,102,5,58,0.0690130584397502,"target",1
"actually","reliable",3453,103,6,70,0.0975432230050122,"target",1
"actually","reliable",3453,105,1,11,0,"competitor",0
"actually","reliable",3453,122,9,97,0.0965974384638197,"target",1
"actually","reliable",3453,124,7,82,0.238294812071986,"target",1
"actually","reliable",3453,125,7,75,0.151428804051755,"target",1
"actually","reliable",3453,139,4,42,0,"competitor",0
"actually","reliable",3453,140,5,49,0.0823272654915014,"target",1
"actually","reliable",3453,143,1,4,0.00895902615751734,"target",1
"actually","reliable",3453,147,2,13,0,"competitor",0
"actually","reliable",3453,148,6,61,0.204177386513318,"target",1
"actually","reliable",3453,149,6,69,0,"competitor",0
"actually","reliable",3453,150,3,26,0,"competitor",0
"actually","reliable",3453,155,10,115,0,"competitor",0
"actually","reliable",3453,156,1,3,0.254288764708555,"target",1
"actually","reliable",3453,159,8,89,0,"competitor",0
"actually","reliable",3457,101,4,39,0.0292279341190924,"target",1
"actually","reliable",3457,102,1,4,0,"competitor",0
"actually","reliable",3457,104,1,6,0.000204713804713805,"target",1
"actually","reliable",3457,105,2,23,0.248530377952211,"target",1
"actually","reliable",3457,107,10,111,9.93634528799876e-05,"target",1
"actually","reliable",3457,108,3,27,0.00367231121281465,"target",1
"actually","reliable",3457,109,2,13,0,"competitor",0
"actually","reliable",3457,111,7,73,0,"competitor",0
"actually","reliable",3457,116,7,74,0,"competitor",0
"actually","reliable",3457,117,6,60,0,"competitor",0
"actually","reliable",3457,118,9,95,0,"competitor",0
"actually","reliable",3457,122,10,114,0,"competitor",0
"actually","reliable",3457,124,5,49,0.000223731847211488,"target",1
"actually","reliable",3457,125,9,100,0,"competitor",0
"actually","reliable",3457,130,7,79,0,"competitor",0
"actually","reliable",3457,133,5,52,0.036298957959037,"target",1
"actually","reliable",3457,136,2,14,0,"competitor",0
"actually","reliable",3457,141,4,40,0.00888913875926863,"target",1
"actually","reliable",3457,142,5,58,0,"competitor",0
"actually","reliable",3457,143,4,42,0,"competitor",0
"actually","reliable",3457,147,3,34,0,"competitor",0
"actually","reliable",3457,148,3,30,0.0604183170036829,"target",1
"actually","reliable",3457,150,9,96,0,"competitor",0
"actually","reliable",3457,151,6,65,0,"competitor",0
"actually","reliable",3457,153,10,118,0,"competitor",0
"actually","reliable",3457,155,8,85,0,"competitor",0
"actually","reliable",3457,157,8,94,0,"competitor",0
"actually","reliable",3457,159,1,0,0,"competitor",0
"actually","reliable",3463,102,2,13,0.0450268407021799,"target",1
"actually","reliable",3463,108,8,86,-0.109998308175797,"competitor",0
"actually","reliable",3463,109,4,41,0.598841012155975,"target",1
"actually","reliable",3463,111,2,22,-0.0138281942975573,"competitor",0
"actually","reliable",3463,112,6,70,0.0263956155776478,"target",1
"actually","reliable",3463,115,2,12,-0.0266667094983553,"competitor",0
"actually","reliable",3463,117,7,77,0.156155835723852,"target",1
"actually","reliable",3463,119,1,5,0.0954512013684983,"target",1
"actually","reliable",3463,122,6,61,0.0223664783296131,"target",1
"actually","reliable",3463,125,3,25,0.0136449327400517,"target",1
"actually","reliable",3463,131,8,88,0.0517794451312126,"target",1
"actually","reliable",3463,133,9,104,0.0477767435065824,"target",1
"actually","reliable",3463,136,10,111,-0.0599599257784973,"competitor",0
"actually","reliable",3463,142,9,95,-0.281933817452845,"competitor",0
"actually","reliable",3463,143,4,47,0.0983399393943207,"target",1
"actually","reliable",3463,144,3,27,-0.0220402159935997,"competitor",0
"actually","reliable",3463,149,1,9,0.0415739131664115,"target",1
"actually","reliable",3463,150,8,92,-0.0556426706635846,"competitor",0
"actually","reliable",3463,152,4,45,-0.0721288087989102,"competitor",0
"actually","reliable",3463,153,5,52,0.00265600196868775,"target",1
"actually","reliable",3463,155,10,108,0.0383895702576369,"target",1
"actually","reliable",3463,156,10,114,0.0680119125297786,"target",1
"actually","reliable",3463,158,9,98,0.0529700645359664,"target",1
"actually","reliable",3463,159,5,58,-0.000438231191552994,"competitor",0
"actually","reliable",3463,160,7,74,0.060344203910788,"target",1
"actually","reliable",3465,101,4,39,-0.0212790511457776,"competitor",0
"actually","reliable",3465,102,1,4,0.0178672726769605,"target",1
"actually","reliable",3465,104,1,6,0.00216503567787971,"target",1
"actually","reliable",3465,105,2,23,0.00250719658278392,"target",1
"actually","reliable",3465,107,10,111,-0.691868188764129,"competitor",0
"actually","reliable",3465,108,3,27,0.0076266431510876,"target",1
"actually","reliable",3465,109,2,13,0.0201217764016113,"target",1
"actually","reliable",3465,111,7,73,-0.0134924148162328,"competitor",0
"actually","reliable",3465,116,7,74,-0.0340725340725341,"competitor",0
"actually","reliable",3465,117,6,60,-0.0235779935192725,"competitor",0
"actually","reliable",3465,118,9,95,0.0229717504717505,"target",1
"actually","reliable",3465,122,10,114,-0.371154513888889,"competitor",0
"actually","reliable",3465,124,5,49,-0.008713030433363,"competitor",0
"actually","reliable",3465,130,7,79,0.0308016613212277,"target",1
"actually","reliable",3465,133,5,52,0.00304718217562254,"target",1
"actually","reliable",3465,136,2,14,0.0135423197492163,"target",1
"actually","reliable",3465,141,4,40,-0.0524600499181839,"competitor",0
"actually","reliable",3465,142,5,58,-0.0249119436768971,"competitor",0
"actually","reliable",3465,143,4,42,0.00974493546776697,"target",1
"actually","reliable",3465,147,3,34,-0.0265347555551826,"competitor",0
"actually","reliable",3465,148,3,30,-0.0171830039970284,"competitor",0
"actually","reliable",3465,150,9,96,0.0117903184132115,"target",1
"actually","reliable",3465,155,8,85,0.0441085410244524,"target",1
"actually","reliable",3465,156,8,87,-0.0115936697259549,"competitor",0
"actually","reliable",3465,157,8,94,-0.0325922886344172,"competitor",0
"actually","reliable",3465,159,1,0,0.00820762094792255,"target",1
"actually","reliable",3467,101,4,39,0.290793506467887,"target",1
"actually","reliable",3467,102,1,4,0.696523663957874,"target",1
"actually","reliable",3467,104,1,6,0.908386440677966,"target",1
"actually","reliable",3467,107,10,111,1,"target",1
"actually","reliable",3467,111,7,73,0.980906188605108,"target",1
"actually","reliable",3467,116,7,74,1,"target",1
"actually","reliable",3467,117,6,60,0.505480758101852,"target",1
"actually","reliable",3467,122,10,114,0.884549148606811,"target",1
"actually","reliable",3467,124,5,49,0.995245901639344,"target",1
"actually","reliable",3467,125,9,100,1,"target",1
"actually","reliable",3467,142,5,58,1,"target",1
"actually","reliable",3467,147,3,34,0.356104786839548,"target",1
"actually","reliable",3467,148,3,30,0.949590101483043,"target",1
"actually","reliable",3467,156,8,87,0.997177653924825,"target",1
"actually","reliable",3467,159,1,0,0.995218655285458,"target",1
"actually","unreliable",2929,105,3,25,0,"competitor",0
"actually","unreliable",2929,106,1,1,0,"competitor",0
"actually","unreliable",2929,111,6,68,8.89227642276423e-05,"target",1
"actually","unreliable",2929,112,4,41,-0.0295769974656529,"competitor",0
"actually","unreliable",2929,115,10,117,0,"competitor",0
"actually","unreliable",2929,117,8,94,0,"competitor",0
"actually","unreliable",2929,123,3,32,-0.0024330900243309,"competitor",0
"actually","unreliable",2929,126,1,5,0.0368836782425911,"target",1
"actually","unreliable",2929,129,4,39,0,"competitor",0
"actually","unreliable",2929,132,9,101,0,"competitor",0
"actually","unreliable",2929,135,6,61,0.000993474677685204,"target",1
"actually","unreliable",2929,138,7,75,0.00422435897435897,"target",1
"actually","unreliable",2929,140,7,81,0.00211312595213524,"target",1
"actually","unreliable",2929,142,1,11,0,"competitor",0
"actually","unreliable",2929,146,2,18,0,"competitor",0
"actually","unreliable",2929,150,2,20,0,"competitor",0
"actually","unreliable",2929,153,10,113,0,"competitor",0
"actually","unreliable",2929,156,8,85,0,"competitor",0
"actually","unreliable",2929,158,9,99,0,"competitor",0
"actually","unreliable",2931,102,1,0,-0.380628722343493,"competitor",0
"actually","unreliable",2931,103,2,14,-0.572070620441118,"competitor",0
"actually","unreliable",2931,105,7,75,-0.223419403267888,"competitor",0
"actually","unreliable",2931,106,2,23,-0.101936088924136,"competitor",0
"actually","unreliable",2931,110,6,60,-0.392141673183712,"competitor",0
"actually","unreliable",2931,111,1,7,-0.379230667372881,"competitor",0
"actually","unreliable",2931,115,3,31,-0.448462074884669,"competitor",0
"actually","unreliable",2931,117,6,65,0.131673939172241,"target",1
"actually","unreliable",2931,118,3,29,-0.272736743632266,"competitor",0
"actually","unreliable",2931,119,5,53,-0.379084226598039,"competitor",0
"actually","unreliable",2931,121,6,67,-0.343299408781013,"competitor",0
"actually","unreliable",2931,126,8,93,-0.397080008720296,"competitor",0
"actually","unreliable",2931,127,10,118,-0.424879736057897,"competitor",0
"actually","unreliable",2931,128,9,105,-0.463545741355333,"competitor",0
"actually","unreliable",2931,130,10,115,-0.525214310908004,"competitor",0
"actually","unreliable",2931,132,2,17,-0.166876310272537,"competitor",0
"actually","unreliable",2931,134,1,3,-0.209832419256551,"competitor",0
"actually","unreliable",2931,135,4,41,-0.306266247848585,"competitor",0
"actually","unreliable",2931,137,5,58,-0.327243644672951,"competitor",0
"actually","unreliable",2931,141,10,109,-0.472578692641389,"competitor",0
"actually","unreliable",2931,142,8,95,-0.562748062213012,"competitor",0
"actually","unreliable",2931,146,8,92,-0.259738091587634,"competitor",0
"actually","unreliable",2931,149,5,57,-0.309425620620698,"competitor",0
"actually","unreliable",2931,151,7,83,-0.249090059158244,"competitor",0
"actually","unreliable",2931,153,4,43,-0.000137767120982669,"competitor",0
"actually","unreliable",2934,102,4,43,0.00216124439960765,"target",1
"actually","unreliable",2934,105,8,87,-0.124929900402628,"competitor",0
"actually","unreliable",2934,106,3,26,-0.0032626427406199,"competitor",0
"actually","unreliable",2934,110,10,114,0.0317557852636294,"target",1
"actually","unreliable",2934,112,5,50,0.110036275695284,"target",1
"actually","unreliable",2934,113,4,36,0,"competitor",0
"actually","unreliable",2934,116,2,17,-0.0198034016804243,"competitor",0
"actually","unreliable",2934,117,1,0,-0.354053858867284,"competitor",0
"actually","unreliable",2934,119,9,102,0.123861139245755,"target",1
"actually","unreliable",2934,121,8,88,-0.0173815531258761,"competitor",0
"actually","unreliable",2934,124,1,7,-0.235197395845176,"competitor",0
"actually","unreliable",2934,127,4,37,-0.00758246888701398,"competitor",0
"actually","unreliable",2934,130,2,18,0.00122430723142215,"target",1
"actually","unreliable",2934,131,2,14,0.0524696369475555,"target",1
"actually","unreliable",2934,134,5,55,-0.10018330196507,"competitor",0
"actually","unreliable",2934,137,9,97,-0.0156137861724454,"competitor",0
"actually","unreliable",2934,140,6,68,0.0529297576233334,"target",1
"actually","unreliable",2934,141,7,76,0.00843881856540084,"target",1
"actually","unreliable",2934,143,3,31,0,"competitor",0
"actually","unreliable",2934,144,9,96,-0.0145681581685744,"competitor",0
"actually","unreliable",2934,145,6,61,0,"competitor",0
"actually","unreliable",2934,146,10,112,-0.0836967418546366,"competitor",0
"actually","unreliable",2934,147,3,29,0,"competitor",0
"actually","unreliable",2934,149,1,3,0.0449957556288316,"target",1
"actually","unreliable",2934,150,8,90,-0.0207792207792208,"competitor",0
"actually","unreliable",2934,151,5,53,0.0462722472108662,"target",1
"actually","unreliable",2934,153,7,74,0.0181311018131102,"target",1
"actually","unreliable",2934,155,6,59,-0.0717029449423816,"competitor",0
"actually","unreliable",2934,156,7,73,0.0286364676275452,"target",1
"actually","unreliable",2934,158,10,108,-0.0136561534448858,"competitor",0
"actually","unreliable",2955,104,2,18,0,"competitor",0
"actually","unreliable",2955,105,9,98,-0.00356934189684034,"competitor",0
"actually","unreliable",2955,109,1,10,0,"competitor",0
"actually","unreliable",2955,110,9,100,0,"competitor",0
"actually","unreliable",2955,112,3,23,0,"competitor",0
"actually","unreliable",2955,114,2,13,0,"competitor",0
"actually","unreliable",2955,115,6,64,0,"competitor",0
"actually","unreliable",2955,117,7,81,0,"competitor",0
"actually","unreliable",2955,120,3,29,0,"competitor",0
"actually","unreliable",2955,123,5,47,0,"competitor",0
"actually","unreliable",2955,124,8,93,0,"competitor",0
"actually","unreliable",2955,129,7,77,0.000637900125847289,"target",1
"actually","unreliable",2955,130,6,70,0,"competitor",0
"actually","unreliable",2955,132,5,55,-7.15295645374295e-05,"competitor",0
"actually","unreliable",2955,135,2,20,0,"competitor",0
"actually","unreliable",2955,137,10,114,0,"competitor",0
"actually","unreliable",2955,139,8,94,0.000637900125847289,"target",1
"actually","unreliable",2955,140,7,71,0,"competitor",0
"actually","unreliable",2955,141,1,5,0,"competitor",0
"actually","unreliable",2955,143,6,65,0,"competitor",0
"actually","unreliable",2955,144,10,118,-0.000876570213625639,"competitor",0
"actually","unreliable",2955,148,8,87,0.00246238526916025,"target",1
"actually","unreliable",2955,149,4,44,0,"competitor",0
"actually","unreliable",2955,150,4,40,0,"competitor",0
"actually","unreliable",2955,152,1,2,0,"competitor",0
"actually","unreliable",2955,155,10,110,0,"competitor",0
"actually","unreliable",2955,156,9,102,0,"competitor",0
"actually","unreliable",2955,159,4,36,0,"competitor",0
"actually","unreliable",2955,160,5,48,0,"competitor",0
"actually","unreliable",2963,105,6,63,0.000669262660948907,"target",1
"actually","unreliable",2963,106,8,85,-0.315987911149661,"competitor",0
"actually","unreliable",2963,107,5,53,0.0179438128269333,"target",1
"actually","unreliable",2963,108,8,88,-0.533296643735668,"competitor",0
"actually","unreliable",2963,113,9,99,-0.240418493870106,"competitor",0
"actually","unreliable",2963,114,5,49,0,"competitor",0
"actually","unreliable",2963,118,3,34,0,"competitor",0
"actually","unreliable",2963,121,7,82,-0.20718135501355,"competitor",0
"actually","unreliable",2963,122,2,19,0,"competitor",0
"actually","unreliable",2963,123,9,95,-0.283639560257864,"competitor",0
"actually","unreliable",2963,126,2,12,0,"competitor",0
"actually","unreliable",2963,127,4,37,0,"competitor",0
"actually","unreliable",2963,130,9,102,-0.495117983109786,"competitor",0
"actually","unreliable",2963,131,1,8,0,"competitor",0
"actually","unreliable",2963,133,1,7,0,"competitor",0
"actually","unreliable",2963,135,7,76,-0.215570701135919,"competitor",0
"actually","unreliable",2963,136,6,64,0.00873425989215463,"target",1
"actually","unreliable",2963,138,10,108,-0.340669285274184,"competitor",0
"actually","unreliable",2963,139,3,29,0.0818312846134646,"target",1
"actually","unreliable",2963,141,4,36,0,"competitor",0
"actually","unreliable",2963,144,4,42,0.0552698925951138,"target",1
"actually","unreliable",2963,145,1,5,0,"competitor",0
"actually","unreliable",2963,146,10,109,0.113098048992721,"target",1
"actually","unreliable",2963,149,5,51,0,"competitor",0
"actually","unreliable",2963,151,8,93,-0.282799843673878,"competitor",0
"actually","unreliable",2963,152,6,65,0,"competitor",0
"actually","unreliable",2963,157,2,13,0,"competitor",0
"actually","unreliable",2963,159,3,28,0.00887983323483839,"target",1
"actually","unreliable",2971,103,6,70,0.00293677200406834,"target",1
"actually","unreliable",2971,104,5,54,0,"competitor",0
"actually","unreliable",2971,105,10,111,-0.0954636545818911,"competitor",0
"actually","unreliable",2971,109,7,80,0,"competitor",0
"actually","unreliable",2971,110,6,66,0.0382841155775133,"target",1
"actually","unreliable",2971,114,8,87,0,"competitor",0
"actually","unreliable",2971,117,4,42,0,"competitor",0
"actually","unreliable",2971,120,2,15,-0.0213675213675214,"competitor",0
"actually","unreliable",2971,123,3,30,0.0210241905813098,"target",1
"actually","unreliable",2971,126,7,72,0.0124690817090925,"target",1
"actually","unreliable",2971,128,9,98,0,"competitor",0
"actually","unreliable",2971,129,8,91,0,"competitor",0
"actually","unreliable",2971,130,5,48,0,"competitor",0
"actually","unreliable",2971,132,9,99,0,"competitor",0
"actually","unreliable",2971,133,6,65,0,"competitor",0
"actually","unreliable",2971,135,7,79,0,"competitor",0
"actually","unreliable",2971,139,3,34,0,"competitor",0
"actually","unreliable",2971,141,10,112,0,"competitor",0
"actually","unreliable",2971,143,5,53,0,"competitor",0
"actually","unreliable",2971,144,4,41,0,"competitor",0
"actually","unreliable",2971,147,2,16,0.0381125226860254,"target",1
"actually","unreliable",2971,151,3,29,-0.0804035619815253,"competitor",0
"actually","unreliable",2971,152,2,14,0.000339093273875883,"target",1
"actually","unreliable",2983,101,7,76,-0.470000868474475,"competitor",0
"actually","unreliable",2983,107,6,71,-0.482591571653519,"competitor",0
"actually","unreliable",2983,110,5,49,-0.400902924508104,"competitor",0
"actually","unreliable",2983,111,4,39,0,"competitor",0
"actually","unreliable",2983,117,3,27,0,"competitor",0
"actually","unreliable",2983,119,4,47,0.426345798176784,"target",1
"actually","unreliable",2983,120,10,114,0.184840648104452,"target",1
"actually","unreliable",2983,122,7,79,0.0275372649059624,"target",1
"actually","unreliable",2983,125,6,65,-0.0802467717796109,"competitor",0
"actually","unreliable",2983,126,8,86,-0.147779232094405,"competitor",0
"actually","unreliable",2983,129,8,90,-0.543401777291827,"competitor",0
"actually","unreliable",2983,131,10,109,-0.428421783262167,"competitor",0
"actually","unreliable",2983,132,9,97,-0.160325420490777,"competitor",0
"actually","unreliable",2983,134,7,78,-0.354980043697992,"competitor",0
"actually","unreliable",2983,138,9,102,-0.277624715625779,"competitor",0
"actually","unreliable",2983,140,8,85,-0.276857305719172,"competitor",0
"actually","unreliable",2983,141,4,38,0,"competitor",0
"actually","unreliable",2983,143,6,64,-0.181511582735284,"competitor",0
"actually","unreliable",2983,148,10,116,-0.55458024986982,"competitor",0
"actually","unreliable",2983,155,3,26,0,"competitor",0
"actually","unreliable",2983,158,9,103,-0.0482488569855873,"competitor",0
"actually","unreliable",3023,103,1,5,-0.704697489614613,"competitor",0
"actually","unreliable",3023,106,9,98,-1.1693891462628,"competitor",0
"actually","unreliable",3023,107,5,55,-1.07176914700546,"competitor",0
"actually","unreliable",3023,109,6,63,-0.873549259242512,"competitor",0
"actually","unreliable",3023,117,10,108,-0.999563318533544,"competitor",0
"actually","unreliable",3023,121,8,89,-0.789434688818967,"competitor",0
"actually","unreliable",3023,124,7,79,-0.574759376552409,"competitor",0
"actually","unreliable",3023,126,4,36,-0.859489236281987,"competitor",0
"actually","unreliable",3023,127,2,14,-1.04958574925119,"competitor",0
"actually","unreliable",3023,131,3,34,-0.868696162748343,"competitor",0
"actually","unreliable",3023,136,6,68,0.00878497524430931,"target",1
"actually","unreliable",3023,139,10,107,-0.935808781002294,"competitor",0
"actually","unreliable",3023,140,3,32,-1.00227354688173,"competitor",0
"actually","unreliable",3023,141,9,105,-0.910414326557741,"competitor",0
"actually","unreliable",3023,143,7,80,-0.681498506473296,"competitor",0
"actually","unreliable",3023,144,2,19,-1.07087301797913,"competitor",0
"actually","unreliable",3023,145,9,106,-0.861977842909456,"competitor",0
"actually","unreliable",3023,146,2,17,-0.993069609647268,"competitor",0
"actually","unreliable",3023,150,10,115,-1.10969988034868,"competitor",0
"actually","unreliable",3023,153,5,51,-1.03010938771015,"competitor",0
"actually","unreliable",3023,155,6,66,-0.877936524332903,"competitor",0
"actually","unreliable",3023,158,1,4,-0.773963132389913,"competitor",0
"actually","unreliable",3028,102,2,19,-0.0240630499198431,"competitor",0
"actually","unreliable",3028,106,6,64,0.0374035063798843,"target",1
"actually","unreliable",3028,107,1,6,-0.0620090460245327,"competitor",0
"actually","unreliable",3028,108,10,107,0.102471838269864,"target",1
"actually","unreliable",3028,109,2,20,0.0451438531146288,"target",1
"actually","unreliable",3028,110,8,86,0.0506836210783752,"target",1
"actually","unreliable",3028,112,6,65,0.181859533735553,"target",1
"actually","unreliable",3028,117,5,56,-0.0146370274914089,"competitor",0
"actually","unreliable",3028,123,10,115,0.0572736055107527,"target",1
"actually","unreliable",3028,124,4,47,0.0281578067928745,"target",1
"actually","unreliable",3028,126,5,49,-7.62826667368116e-05,"competitor",0
"actually","unreliable",3028,128,9,100,-0.01233572154832,"competitor",0
"actually","unreliable",3028,130,9,99,-0.0256171964124769,"competitor",0
"actually","unreliable",3028,131,1,2,-0.141729460502319,"competitor",0
"actually","unreliable",3028,132,8,83,-0.291075543120474,"competitor",0
"actually","unreliable",3028,134,4,44,-0.0106573575044913,"competitor",0
"actually","unreliable",3028,137,7,80,-0.016622299382716,"competitor",0
"actually","unreliable",3028,140,6,70,0,"competitor",0
"actually","unreliable",3028,141,9,103,-0.0343484403791761,"competitor",0
"actually","unreliable",3028,142,8,85,0.203213334478907,"target",1
"actually","unreliable",3028,143,5,48,0.228851235799015,"target",1
"actually","unreliable",3028,144,7,71,0.197876056655272,"target",1
"actually","unreliable",3028,147,3,26,0.0124810428858843,"target",1
"actually","unreliable",3028,149,3,28,0.0112429378531073,"target",1
"actually","unreliable",3028,153,3,27,-0.111126088246933,"competitor",0
"actually","unreliable",3028,156,4,43,0.282629426154881,"target",1
"actually","unreliable",3028,158,7,81,0.118529832248244,"target",1
"actually","unreliable",3028,159,10,108,0.0287507968011325,"target",1
"actually","unreliable",3030,102,7,71,0.00939023454466993,"target",1
"actually","unreliable",3030,103,3,31,0.00179049974968342,"target",1
"actually","unreliable",3030,104,6,66,0.0567504011670314,"target",1
"actually","unreliable",3030,107,3,32,0,"competitor",0
"actually","unreliable",3030,108,4,41,0.0110857142857143,"target",1
"actually","unreliable",3030,116,6,69,0.0965277777777778,"target",1
"actually","unreliable",3030,117,2,14,-0.00881834215167548,"competitor",0
"actually","unreliable",3030,118,4,36,-0.164426571817876,"competitor",0
"actually","unreliable",3030,124,3,24,0,"competitor",0
"actually","unreliable",3030,126,9,101,-0.00799360511590727,"competitor",0
"actually","unreliable",3030,127,10,110,0.723871593762237,"target",1
"actually","unreliable",3030,128,9,104,0.042833607907743,"target",1
"actually","unreliable",3030,131,2,12,0,"competitor",0
"actually","unreliable",3030,133,1,10,0.0374220374220374,"target",1
"actually","unreliable",3030,134,10,107,-0.0233420365535248,"competitor",0
"actually","unreliable",3030,137,4,37,-0.0106292517006803,"competitor",0
"actually","unreliable",3030,138,5,53,0.0266951837769328,"target",1
"actually","unreliable",3030,140,5,58,0,"competitor",0
"actually","unreliable",3030,147,9,102,0.00578034682080925,"target",1
"actually","unreliable",3030,152,2,19,0,"competitor",0
"actually","unreliable",3030,155,5,52,0.0720511671721349,"target",1
"actually","unreliable",3030,157,10,111,0.622144807224302,"target",1
"actually","unreliable",3030,160,1,7,0,"competitor",0
"actually","unreliable",3093,102,10,107,-0.0402383649245491,"competitor",0
"actually","unreliable",3093,105,2,21,-0.0070583697029978,"competitor",0
"actually","unreliable",3093,108,1,1,0.127657546563905,"target",1
"actually","unreliable",3093,110,6,70,-0.35609356529497,"competitor",0
"actually","unreliable",3093,111,6,60,0.0999618462011631,"target",1
"actually","unreliable",3093,114,9,98,-0.0749076241222719,"competitor",0
"actually","unreliable",3093,116,8,85,0.16073460476048,"target",1
"actually","unreliable",3093,118,5,52,-0.159405708002199,"competitor",0
"actually","unreliable",3093,120,3,26,0.0491294535676558,"target",1
"actually","unreliable",3093,121,9,103,0.148656813715903,"target",1
"actually","unreliable",3093,122,2,14,-0.0220404872547269,"competitor",0
"actually","unreliable",3093,123,6,69,0.0983364281100954,"target",1
"actually","unreliable",3093,124,4,36,0.172580315829206,"target",1
"actually","unreliable",3093,127,9,101,-0.00480155122977672,"competitor",0
"actually","unreliable",3093,130,7,78,0.245850979207124,"target",1
"actually","unreliable",3093,132,4,41,0.34515137938525,"target",1
"actually","unreliable",3093,133,4,38,-0.0962298021517508,"competitor",0
"actually","unreliable",3093,134,7,77,0.143972344020227,"target",1
"actually","unreliable",3093,135,1,8,0.023926147827515,"target",1
"actually","unreliable",3093,137,5,49,0.103168354065345,"target",1
"actually","unreliable",3093,138,3,24,0.234215591149728,"target",1
"actually","unreliable",3093,140,10,111,0.0225184456468273,"target",1
"actually","unreliable",3093,145,3,27,0.0578075343257097,"target",1
"actually","unreliable",3093,149,8,91,0.0533488819256516,"target",1
"actually","unreliable",3093,153,1,2,0.0533407931658785,"target",1
"actually","unreliable",3093,156,8,83,-0.105150782397326,"competitor",0
"actually","unreliable",3112,101,8,89,-0.319298636532442,"competitor",0
"actually","unreliable",3112,114,9,102,0,"competitor",0
"actually","unreliable",3112,121,7,75,-0.000278908785846367,"competitor",0
"actually","unreliable",3112,123,10,108,0,"competitor",0
"actually","unreliable",3112,128,6,62,0,"competitor",0
"actually","unreliable",3112,130,5,49,0.055913906546225,"target",1
"actually","unreliable",3112,131,9,105,0,"competitor",0
"actually","unreliable",3112,132,5,54,0,"competitor",0
"actually","unreliable",3112,134,7,80,0,"competitor",0
"actually","unreliable",3112,136,9,97,-3.29912023460411e-05,"competitor",0
"actually","unreliable",3112,138,6,61,0,"competitor",0
"actually","unreliable",3112,146,10,114,0,"competitor",0
